,Date,State,Total Doses Administered
0,2021-01-16,India,48276
1,2021-01-17,India,58604
2,2021-01-18,India,99449
3,2021-01-19,India,195525
4,2021-01-20,India,251280
5,2021-01-21,India,365965
6,2021-01-22,India,549381
7,2021-01-23,India,759008
8,2021-01-24,India,835058
9,2021-01-25,India,1277104
10,2021-01-26,India,1293784
11,2021-01-27,India,1726490
12,2021-01-28,India,2295491
13,2021-01-29,India,2814803
14,2021-01-30,India,3067736
15,2021-01-31,India,3127107
16,2021-01-02,India,3350265
17,2021-02-02,India,3527971
18,2021-03-02,India,3825835
19,2021-04-02,India,4314304
20,2021-05-02,India,4765924
21,2021-06-02,India,5111827
22,2021-07-02,India,5168099
23,2021-08-02,India,5615499
24,2021-09-02,India,6002474
25,2021-10-02,India,6462270
26,2021-11-02,India,6958553
27,2021-12-02,India,7423817
28,2021-02-13,India,7708211
29,2021-02-14,India,7732278
30,2021-02-15,India,8253651
31,2021-02-16,India,8577226
32,2021-02-17,India,9023239
33,2021-02-18,India,9338267
34,2021-02-19,India,10241508
35,2021-02-20,India,10619113
36,2021-02-21,India,10651012
37,2021-02-22,India,11243679
38,2021-02-23,India,11597768
39,2021-02-24,India,12042958
40,2021-02-25,India,12819074
41,2021-02-26,India,13560932
42,2021-02-27,India,13560983
43,2021-02-28,India,13561208
44,2021-01-03,India,13561208
45,2021-02-03,India,14533954
46,2021-03-03,India,15383883
47,2021-04-03,India,16535703
48,2021-05-03,India,17871673
49,2021-06-03,India,19170828
50,2021-07-03,India,19288666
51,2021-08-03,India,21038500
52,2021-09-03,India,22357332
53,2021-10-03,India,23631687
54,2021-11-03,India,23963345
55,2021-12-03,India,25888160
56,2021-03-13,India,27345191
57,2021-03-14,India,27510644
58,2021-03-15,India,29901947
59,2021-03-16,India,31845467
60,2021-03-17,India,33784295
61,2021-03-18,India,35923500
62,2021-03-19,India,38190187
63,2021-03-20,India,40553202
64,2021-03-21,India,41295916
65,2021-03-22,India,43674739
66,2021-03-23,India,46266906
67,2021-03-24,India,48380510
68,2021-03-25,India,50550172
69,2021-03-26,India,52823677
70,2021-03-27,India,54876680
71,2021-03-28,India,55180875
72,2021-03-29,India,55726518
73,2021-03-30,India,57363862
74,2021-03-31,India,59176367
75,2021-01-04,India,61535994
76,2021-02-04,India,64779667
77,2021-03-04,India,67519463
78,2021-01-16,Andaman and Nicobar Islands,23
79,2021-01-17,Andaman and Nicobar Islands,23
80,2021-01-18,Andaman and Nicobar Islands,42
81,2021-01-19,Andaman and Nicobar Islands,89
82,2021-01-20,Andaman and Nicobar Islands,124
83,2021-01-21,Andaman and Nicobar Islands,239
84,2021-01-22,Andaman and Nicobar Islands,552
85,2021-01-23,Andaman and Nicobar Islands,920
86,2021-01-24,Andaman and Nicobar Islands,966
87,2021-01-25,Andaman and Nicobar Islands,1519
88,2021-01-26,Andaman and Nicobar Islands,1519
89,2021-01-27,Andaman and Nicobar Islands,1519
90,2021-01-28,Andaman and Nicobar Islands,1956
91,2021-01-29,Andaman and Nicobar Islands,2024
92,2021-01-30,Andaman and Nicobar Islands,2060
93,2021-01-31,Andaman and Nicobar Islands,2060
94,2021-01-02,Andaman and Nicobar Islands,2060
95,2021-02-02,Andaman and Nicobar Islands,2060
96,2021-03-02,Andaman and Nicobar Islands,2107
97,2021-04-02,Andaman and Nicobar Islands,2290
98,2021-05-02,Andaman and Nicobar Islands,2514
99,2021-06-02,Andaman and Nicobar Islands,2780
100,2021-07-02,Andaman and Nicobar Islands,2780
101,2021-08-02,Andaman and Nicobar Islands,2780
102,2021-09-02,Andaman and Nicobar Islands,2780
103,2021-10-02,Andaman and Nicobar Islands,2780
104,2021-11-02,Andaman and Nicobar Islands,2780
105,2021-12-02,Andaman and Nicobar Islands,2852
106,2021-02-13,Andaman and Nicobar Islands,3040
107,2021-02-14,Andaman and Nicobar Islands,3040
108,2021-02-15,Andaman and Nicobar Islands,3467
109,2021-02-16,Andaman and Nicobar Islands,3467
110,2021-02-17,Andaman and Nicobar Islands,3664
111,2021-02-18,Andaman and Nicobar Islands,3846
112,2021-02-19,Andaman and Nicobar Islands,4898
113,2021-02-20,Andaman and Nicobar Islands,5653
114,2021-02-21,Andaman and Nicobar Islands,5653
115,2021-02-22,Andaman and Nicobar Islands,6856
116,2021-02-23,Andaman and Nicobar Islands,7058
117,2021-02-24,Andaman and Nicobar Islands,7240
118,2021-02-25,Andaman and Nicobar Islands,7763
119,2021-02-26,Andaman and Nicobar Islands,7989
120,2021-02-27,Andaman and Nicobar Islands,7989
121,2021-02-28,Andaman and Nicobar Islands,7989
122,2021-01-03,Andaman and Nicobar Islands,7989
123,2021-02-03,Andaman and Nicobar Islands,8724
124,2021-03-03,Andaman and Nicobar Islands,8837
125,2021-04-03,Andaman and Nicobar Islands,9361
126,2021-05-03,Andaman and Nicobar Islands,9897
127,2021-06-03,Andaman and Nicobar Islands,10498
128,2021-07-03,Andaman and Nicobar Islands,11101
129,2021-08-03,Andaman and Nicobar Islands,12004
130,2021-09-03,Andaman and Nicobar Islands,12307
131,2021-10-03,Andaman and Nicobar Islands,12566
132,2021-11-03,Andaman and Nicobar Islands,13138
133,2021-12-03,Andaman and Nicobar Islands,13786
134,2021-03-13,Andaman and Nicobar Islands,14133
135,2021-03-14,Andaman and Nicobar Islands,14217
136,2021-03-15,Andaman and Nicobar Islands,14588
137,2021-03-16,Andaman and Nicobar Islands,14929
138,2021-03-17,Andaman and Nicobar Islands,15125
139,2021-03-18,Andaman and Nicobar Islands,15674
140,2021-03-19,Andaman and Nicobar Islands,16132
141,2021-03-20,Andaman and Nicobar Islands,16860
142,2021-03-21,Andaman and Nicobar Islands,16884
143,2021-03-22,Andaman and Nicobar Islands,17406
144,2021-03-23,Andaman and Nicobar Islands,18330
145,2021-03-24,Andaman and Nicobar Islands,18837
146,2021-03-25,Andaman and Nicobar Islands,19357
147,2021-03-26,Andaman and Nicobar Islands,19776
148,2021-03-27,Andaman and Nicobar Islands,20285
149,2021-03-28,Andaman and Nicobar Islands,20287
150,2021-03-29,Andaman and Nicobar Islands,20288
151,2021-03-30,Andaman and Nicobar Islands,20658
152,2021-03-31,Andaman and Nicobar Islands,20704
153,2021-01-04,Andaman and Nicobar Islands,21211
154,2021-02-04,Andaman and Nicobar Islands,21302
155,2021-03-04,Andaman and Nicobar Islands,21712
156,2021-01-16,Andhra Pradesh,4216
157,2021-01-17,Andhra Pradesh,9251
158,2021-01-18,Andhra Pradesh,12234
159,2021-01-19,Andhra Pradesh,25539
160,2021-01-20,Andhra Pradesh,35901
161,2021-01-21,Andhra Pradesh,45040
162,2021-01-22,Andhra Pradesh,55697
163,2021-01-23,Andhra Pradesh,70380
164,2021-01-24,Andhra Pradesh,74221
165,2021-01-25,Andhra Pradesh,89879
166,2021-01-26,Andhra Pradesh,90616
167,2021-01-27,Andhra Pradesh,107999
168,2021-01-28,Andhra Pradesh,117543
169,2021-01-29,Andhra Pradesh,124647
170,2021-01-30,Andhra Pradesh,133571
171,2021-01-31,Andhra Pradesh,133623
172,2021-01-02,Andhra Pradesh,133642
173,2021-02-02,Andhra Pradesh,133646
174,2021-03-02,Andhra Pradesh,161302
175,2021-04-02,Andhra Pradesh,188704
176,2021-05-02,Andhra Pradesh,218899
177,2021-06-02,Andhra Pradesh,245938
178,2021-07-02,Andhra Pradesh,249205
179,2021-08-02,Andhra Pradesh,263588
180,2021-09-02,Andhra Pradesh,275654
181,2021-10-02,Andhra Pradesh,286401
182,2021-11-02,Andhra Pradesh,294574
183,2021-12-02,Andhra Pradesh,303031
184,2021-02-13,Andhra Pradesh,319740
185,2021-02-14,Andhra Pradesh,319743
186,2021-02-15,Andhra Pradesh,345830
187,2021-02-16,Andhra Pradesh,370880
188,2021-02-17,Andhra Pradesh,402851
189,2021-02-18,Andhra Pradesh,414038
190,2021-02-19,Andhra Pradesh,476505
191,2021-02-20,Andhra Pradesh,501288
192,2021-02-21,Andhra Pradesh,509044
193,2021-02-22,Andhra Pradesh,534507
194,2021-02-23,Andhra Pradesh,559483
195,2021-02-24,Andhra Pradesh,596327
196,2021-02-25,Andhra Pradesh,639187
197,2021-02-26,Andhra Pradesh,673767
198,2021-02-27,Andhra Pradesh,673767
199,2021-02-28,Andhra Pradesh,673767
200,2021-01-03,Andhra Pradesh,673767
201,2021-02-03,Andhra Pradesh,702035
202,2021-03-03,Andhra Pradesh,724119
203,2021-04-03,Andhra Pradesh,749445
204,2021-05-03,Andhra Pradesh,785259
205,2021-06-03,Andhra Pradesh,836177
206,2021-07-03,Andhra Pradesh,836337
207,2021-08-03,Andhra Pradesh,886175
208,2021-09-03,Andhra Pradesh,935344
209,2021-10-03,Andhra Pradesh,979403
210,2021-11-03,Andhra Pradesh,988197
211,2021-12-03,Andhra Pradesh,1040791
212,2021-03-13,Andhra Pradesh,1085975
213,2021-03-14,Andhra Pradesh,1086785
214,2021-03-15,Andhra Pradesh,1164570
215,2021-03-16,Andhra Pradesh,1236681
216,2021-03-17,Andhra Pradesh,1311754
217,2021-03-18,Andhra Pradesh,1398528
218,2021-03-19,Andhra Pradesh,1488851
219,2021-03-20,Andhra Pradesh,1593730
220,2021-03-21,Andhra Pradesh,1601981
221,2021-03-22,Andhra Pradesh,1711059
222,2021-03-23,Andhra Pradesh,1841489
223,2021-03-24,Andhra Pradesh,1959874
224,2021-03-25,Andhra Pradesh,2104178
225,2021-03-26,Andhra Pradesh,2209563
226,2021-03-27,Andhra Pradesh,2335392
227,2021-03-28,Andhra Pradesh,2345109
228,2021-03-29,Andhra Pradesh,2407648
229,2021-03-30,Andhra Pradesh,2498855
230,2021-03-31,Andhra Pradesh,2598696
231,2021-01-04,Andhra Pradesh,2701376
232,2021-02-04,Andhra Pradesh,2763733
233,2021-03-04,Andhra Pradesh,2847620
234,2021-01-16,Arunachal Pradesh,81
235,2021-01-17,Arunachal Pradesh,178
236,2021-01-18,Arunachal Pradesh,560
237,2021-01-19,Arunachal Pradesh,574
238,2021-01-20,Arunachal Pradesh,601
239,2021-01-21,Arunachal Pradesh,1154
240,2021-01-22,Arunachal Pradesh,1818
241,2021-01-23,Arunachal Pradesh,2446
242,2021-01-24,Arunachal Pradesh,2529
243,2021-01-25,Arunachal Pradesh,3442
244,2021-01-26,Arunachal Pradesh,3462
245,2021-01-27,Arunachal Pradesh,3998
246,2021-01-28,Arunachal Pradesh,5470
247,2021-01-29,Arunachal Pradesh,6106
248,2021-01-30,Arunachal Pradesh,6491
249,2021-01-31,Arunachal Pradesh,6525
250,2021-01-02,Arunachal Pradesh,6668
251,2021-02-02,Arunachal Pradesh,6668
252,2021-03-02,Arunachal Pradesh,6758
253,2021-04-02,Arunachal Pradesh,7785
254,2021-05-02,Arunachal Pradesh,8745
255,2021-06-02,Arunachal Pradesh,9288
256,2021-07-02,Arunachal Pradesh,9292
257,2021-08-02,Arunachal Pradesh,10438
258,2021-09-02,Arunachal Pradesh,10465
259,2021-10-02,Arunachal Pradesh,10529
260,2021-11-02,Arunachal Pradesh,11372
261,2021-12-02,Arunachal Pradesh,12173
262,2021-02-13,Arunachal Pradesh,13707
263,2021-02-14,Arunachal Pradesh,13730
264,2021-02-15,Arunachal Pradesh,17018
265,2021-02-16,Arunachal Pradesh,17130
266,2021-02-17,Arunachal Pradesh,17136
267,2021-02-18,Arunachal Pradesh,20421
268,2021-02-19,Arunachal Pradesh,23982
269,2021-02-20,Arunachal Pradesh,24238
270,2021-02-21,Arunachal Pradesh,24238
271,2021-02-22,Arunachal Pradesh,26904
272,2021-02-23,Arunachal Pradesh,28444
273,2021-02-24,Arunachal Pradesh,28468
274,2021-02-25,Arunachal Pradesh,31209
275,2021-02-26,Arunachal Pradesh,32865
276,2021-02-27,Arunachal Pradesh,32865
277,2021-02-28,Arunachal Pradesh,32865
278,2021-01-03,Arunachal Pradesh,32865
279,2021-02-03,Arunachal Pradesh,37490
280,2021-03-03,Arunachal Pradesh,37937
281,2021-04-03,Arunachal Pradesh,41398
282,2021-05-03,Arunachal Pradesh,44881
283,2021-06-03,Arunachal Pradesh,46901
284,2021-07-03,Arunachal Pradesh,46960
285,2021-08-03,Arunachal Pradesh,49950
286,2021-09-03,Arunachal Pradesh,51887
287,2021-10-03,Arunachal Pradesh,52122
288,2021-11-03,Arunachal Pradesh,54923
289,2021-12-03,Arunachal Pradesh,57224
290,2021-03-13,Arunachal Pradesh,58665
291,2021-03-14,Arunachal Pradesh,58738
292,2021-03-15,Arunachal Pradesh,62155
293,2021-03-16,Arunachal Pradesh,64239
294,2021-03-17,Arunachal Pradesh,64402
295,2021-03-18,Arunachal Pradesh,67978
296,2021-03-19,Arunachal Pradesh,70612
297,2021-03-20,Arunachal Pradesh,72986
298,2021-03-21,Arunachal Pradesh,73178
299,2021-03-22,Arunachal Pradesh,76564
300,2021-03-23,Arunachal Pradesh,79163
301,2021-03-24,Arunachal Pradesh,79400
302,2021-03-25,Arunachal Pradesh,82866
303,2021-03-26,Arunachal Pradesh,85637
304,2021-03-27,Arunachal Pradesh,87821
305,2021-03-28,Arunachal Pradesh,87934
306,2021-03-29,Arunachal Pradesh,88375
307,2021-03-30,Arunachal Pradesh,90669
308,2021-03-31,Arunachal Pradesh,90975
309,2021-01-04,Arunachal Pradesh,97118
310,2021-02-04,Arunachal Pradesh,99301
311,2021-03-04,Arunachal Pradesh,103463
312,2021-01-16,Assam,401
313,2021-01-17,Assam,466
314,2021-01-18,Assam,722
315,2021-01-19,Assam,1254
316,2021-01-20,Assam,1254
317,2021-01-21,Assam,2163
318,2021-01-22,Assam,3947
319,2021-01-23,Assam,4061
320,2021-01-24,Assam,4416
321,2021-01-25,Assam,10886
322,2021-01-26,Assam,11021
323,2021-01-27,Assam,12407
324,2021-01-28,Assam,21430
325,2021-01-29,Assam,29322
326,2021-01-30,Assam,30573
327,2021-01-31,Assam,30688
328,2021-01-02,Assam,32329
329,2021-02-02,Assam,34848
330,2021-03-02,Assam,36100
331,2021-04-02,Assam,52645
332,2021-05-02,Assam,68628
333,2021-06-02,Assam,78498
334,2021-07-02,Assam,80284
335,2021-08-02,Assam,91026
336,2021-09-02,Assam,100295
337,2021-10-02,Assam,103044
338,2021-11-02,Assam,109906
339,2021-12-02,Assam,117506
340,2021-02-13,Assam,124056
341,2021-02-14,Assam,124177
342,2021-02-15,Assam,128424
343,2021-02-16,Assam,132946
344,2021-02-17,Assam,134325
345,2021-02-18,Assam,142950
346,2021-02-19,Assam,156552
347,2021-02-20,Assam,163919
348,2021-02-21,Assam,165621
349,2021-02-22,Assam,178910
350,2021-02-23,Assam,190166
351,2021-02-24,Assam,195245
352,2021-02-25,Assam,210946
353,2021-02-26,Assam,223134
354,2021-02-27,Assam,223134
355,2021-02-28,Assam,223134
356,2021-01-03,Assam,223134
357,2021-02-03,Assam,246658
358,2021-03-03,Assam,268169
359,2021-04-03,Assam,310530
360,2021-05-03,Assam,354473
361,2021-06-03,Assam,396169
362,2021-07-03,Assam,407866
363,2021-08-03,Assam,446529
364,2021-09-03,Assam,476878
365,2021-10-03,Assam,495720
366,2021-11-03,Assam,516030
367,2021-12-03,Assam,536529
368,2021-03-13,Assam,553725
369,2021-03-14,Assam,554880
370,2021-03-15,Assam,576260
371,2021-03-16,Assam,595386
372,2021-03-17,Assam,606914
373,2021-03-18,Assam,627630
374,2021-03-19,Assam,647134
375,2021-03-20,Assam,666037
376,2021-03-21,Assam,669585
377,2021-03-22,Assam,698643
378,2021-03-23,Assam,827737
379,2021-03-24,Assam,864607
380,2021-03-25,Assam,953367
381,2021-03-26,Assam,1008127
382,2021-03-27,Assam,1031867
383,2021-03-28,Assam,1032833
384,2021-03-29,Assam,1035903
385,2021-03-30,Assam,1068129
386,2021-03-31,Assam,1085158
387,2021-01-04,Assam,1115831
388,2021-02-04,Assam,1152229
389,2021-03-04,Assam,1188411
390,2021-01-16,Bihar,2967
391,2021-01-17,Bihar,3700
392,2021-01-18,Bihar,7883
393,2021-01-19,Bihar,15546
394,2021-01-20,Bihar,16183
395,2021-01-21,Bihar,25254
396,2021-01-22,Bihar,25773
397,2021-01-23,Bihar,38409
398,2021-01-24,Bihar,38787
399,2021-01-25,Bihar,51676
400,2021-01-26,Bihar,51808
401,2021-01-27,Bihar,53222
402,2021-01-28,Bihar,70412
403,2021-01-29,Bihar,73181
404,2021-01-30,Bihar,105751
405,2021-01-31,Bihar,108889
406,2021-01-02,Bihar,144845
407,2021-02-02,Bihar,181290
408,2021-03-02,Bihar,219359
409,2021-04-02,Bihar,263973
410,2021-05-02,Bihar,308439
411,2021-06-02,Bihar,330327
412,2021-07-02,Bihar,335765
413,2021-08-02,Bihar,353743
414,2021-09-02,Bihar,373801
415,2021-10-02,Bihar,388881
416,2021-11-02,Bihar,409263
417,2021-12-02,Bihar,430554
418,2021-02-13,Bihar,451761
419,2021-02-14,Bihar,452991
420,2021-02-15,Bihar,483813
421,2021-02-16,Bihar,485733
422,2021-02-17,Bihar,496507
423,2021-02-18,Bihar,529891
424,2021-02-19,Bihar,547003
425,2021-02-20,Bihar,557762
426,2021-02-21,Bihar,558309
427,2021-02-22,Bihar,579548
428,2021-02-23,Bihar,588882
429,2021-02-24,Bihar,597807
430,2021-02-25,Bihar,621233
431,2021-02-26,Bihar,637549
432,2021-02-27,Bihar,637549
433,2021-02-28,Bihar,637549
434,2021-01-03,Bihar,637549
435,2021-02-03,Bihar,658177
436,2021-03-03,Bihar,689592
437,2021-04-03,Bihar,733670
438,2021-05-03,Bihar,777943
439,2021-06-03,Bihar,828652
440,2021-07-03,Bihar,830495
441,2021-08-03,Bihar,996855
442,2021-09-03,Bihar,1081013
443,2021-10-03,Bihar,1147666
444,2021-11-03,Bihar,1153646
445,2021-12-03,Bihar,1275284
446,2021-03-13,Bihar,1365157
447,2021-03-14,Bihar,1370328
448,2021-03-15,Bihar,1452858
449,2021-03-16,Bihar,1528846
450,2021-03-17,Bihar,1593524
451,2021-03-18,Bihar,1670537
452,2021-03-19,Bihar,1737176
453,2021-03-20,Bihar,1820782
454,2021-03-21,Bihar,1845305
455,2021-03-22,Bihar,1911855
456,2021-03-23,Bihar,2038792
457,2021-03-24,Bihar,2146198
458,2021-03-25,Bihar,2272201
459,2021-03-26,Bihar,2384593
460,2021-03-27,Bihar,2498747
461,2021-03-28,Bihar,2527443
462,2021-03-29,Bihar,2530087
463,2021-03-30,Bihar,2574649
464,2021-03-31,Bihar,2677956
465,2021-01-04,Bihar,2797591
466,2021-02-04,Bihar,2992429
467,2021-03-04,Bihar,3119279
468,2021-01-16,Chandigarh,120
469,2021-01-17,Chandigarh,120
470,2021-01-18,Chandigarh,158
471,2021-01-19,Chandigarh,165
472,2021-01-20,Chandigarh,165
473,2021-01-21,Chandigarh,281
474,2021-01-22,Chandigarh,507
475,2021-01-23,Chandigarh,790
476,2021-01-24,Chandigarh,797
477,2021-01-25,Chandigarh,1172
478,2021-01-26,Chandigarh,1174
479,2021-01-27,Chandigarh,1519
480,2021-01-28,Chandigarh,1821
481,2021-01-29,Chandigarh,1874
482,2021-01-30,Chandigarh,2206
483,2021-01-31,Chandigarh,2217
484,2021-01-02,Chandigarh,2390
485,2021-02-02,Chandigarh,2492
486,2021-03-02,Chandigarh,2808
487,2021-04-02,Chandigarh,3150
488,2021-05-02,Chandigarh,3511
489,2021-06-02,Chandigarh,3858
490,2021-07-02,Chandigarh,3858
491,2021-08-02,Chandigarh,4189
492,2021-09-02,Chandigarh,4571
493,2021-10-02,Chandigarh,5004
494,2021-11-02,Chandigarh,5480
495,2021-12-02,Chandigarh,6056
496,2021-02-13,Chandigarh,6826
497,2021-02-14,Chandigarh,6829
498,2021-02-15,Chandigarh,7332
499,2021-02-16,Chandigarh,8018
500,2021-02-17,Chandigarh,8561
501,2021-02-18,Chandigarh,9187
502,2021-02-19,Chandigarh,10065
503,2021-02-20,Chandigarh,11125
504,2021-02-21,Chandigarh,11125
505,2021-02-22,Chandigarh,12291
506,2021-02-23,Chandigarh,13594
507,2021-02-24,Chandigarh,14889
508,2021-02-25,Chandigarh,16579
509,2021-02-26,Chandigarh,18567
510,2021-02-27,Chandigarh,18567
511,2021-02-28,Chandigarh,18567
512,2021-01-03,Chandigarh,18567
513,2021-02-03,Chandigarh,21667
514,2021-03-03,Chandigarh,23900
515,2021-04-03,Chandigarh,26149
516,2021-05-03,Chandigarh,28397
517,2021-06-03,Chandigarh,30679
518,2021-07-03,Chandigarh,30902
519,2021-08-03,Chandigarh,33476
520,2021-09-03,Chandigarh,35908
521,2021-10-03,Chandigarh,38454
522,2021-11-03,Chandigarh,39255
523,2021-12-03,Chandigarh,41631
524,2021-03-13,Chandigarh,44001
525,2021-03-14,Chandigarh,44182
526,2021-03-15,Chandigarh,46792
527,2021-03-16,Chandigarh,48981
528,2021-03-17,Chandigarh,50976
529,2021-03-18,Chandigarh,52887
530,2021-03-19,Chandigarh,54871
531,2021-03-20,Chandigarh,56667
532,2021-03-21,Chandigarh,56791
533,2021-03-22,Chandigarh,58616
534,2021-03-23,Chandigarh,60155
535,2021-03-24,Chandigarh,61648
536,2021-03-25,Chandigarh,63381
537,2021-03-26,Chandigarh,64964
538,2021-03-27,Chandigarh,66435
539,2021-03-28,Chandigarh,66509
540,2021-03-29,Chandigarh,66542
541,2021-03-30,Chandigarh,68050
542,2021-03-31,Chandigarh,69574
543,2021-01-04,Chandigarh,72436
544,2021-02-04,Chandigarh,75016
545,2021-03-04,Chandigarh,77861
546,2021-01-16,Chhattisgarh,1040
547,2021-01-17,Chhattisgarh,1040
548,2021-01-18,Chhattisgarh,1656
549,2021-01-19,Chhattisgarh,2014
550,2021-01-20,Chhattisgarh,3351
551,2021-01-21,Chhattisgarh,5752
552,2021-01-22,Chhattisgarh,5807
553,2021-01-23,Chhattisgarh,12185
554,2021-01-24,Chhattisgarh,12506
555,2021-01-25,Chhattisgarh,24018
556,2021-01-26,Chhattisgarh,24120
557,2021-01-27,Chhattisgarh,36363
558,2021-01-28,Chhattisgarh,46869
559,2021-01-29,Chhattisgarh,47318
560,2021-01-30,Chhattisgarh,57446
561,2021-01-31,Chhattisgarh,57455
562,2021-01-02,Chhattisgarh,61482
563,2021-02-02,Chhattisgarh,64509
